iter	RMSE
365	0.6106616857
366	0.6104608278
367	0.6103106567
368	0.609993399
369	0.609828877
370	0.6097124251
371	0.6094996746
372	0.6092201025
373	0.6089567756
374	0.6087566889
375	0.6085671267
376	0.6081446756
377	0.6080314673
378	0.6077404766
379	0.607584136
380	0.6074434899
381	0.6072498129
382	0.6069965401
383	0.6068197218
384	0.606605234
385	0.6063800956
386	0.6062426696
387	0.6061228923
388	0.6059864199
389	0.6058055046
390	0.6056804097
391	0.6055434315
392	0.6052142615
393	0.6049852797
394	0.6047248086
395	0.6045476845
396	0.6043504659
397	0.6042200891
398	0.6038783492
399	0.6035431269
400	0.6033372878
401	0.603224928
402	0.6029659044
403	0.6028953032
404	0.6026809322
405	0.6024660704
406	0.6021781281
407	0.6020071649
408	0.6017159289
409	0.6015232266
410	0.6012760157
411	0.6009430925
412	0.6007384986
413	0.6006174648
414	0.6004394211
415	0.6003219787
416	0.600161444
417	0.60002646
418	0.5998374921
419	0.5996601786
420	0.5995255986
421	0.5994153351
422	0.5991717176
423	0.5990041446
424	0.5987707015
425	0.5985617599
426	0.5984325719
427	0.5981831392
428	0.5979605803
429	0.5978304828
430	0.5976182917
431	0.5975187242
432	0.5972768213
433	0.5969451906
434	0.5967635802
435	0.5966548232
436	0.5964790124
437	0.5963020338
438	0.5961711791
439	0.5958778861
440	0.5957565263
441	0.5956364811
442	0.59551807
443	0.5953803348
444	0.5951902547
445	0.5948174731
446	0.5946971615
447	0.5945484424
448	0.5943098467
449	0.5942303501
450	0.594117155
451	0.5938476069
452	0.593628593
453	0.5934665796
454	0.5932327698
455	0.5929956706
456	0.5928676843
457	0.5924753611
458	0.5922911077
459	0.5921818964
460	0.5920424204
461	0.5918360308
462	0.5916340271
463	0.5915214629
464	0.591370345
465	0.5911819507
466	0.5910548482
467	0.5908820104
468	0.5906953532
469	0.5904794098
470	0.5903896001
471	0.5901502722
472	0.590057
473	0.589897797
474	0.5897459756
475	0.5896280916
476	0.5894718205
477	0.5893527896
478	0.5892512079
479	0.5891113259
480	0.5890203439
481	0.5887397898
482	0.5885751723
483	0.5884133605
484	0.5882323789
485	0.5880505978
486	0.5878623022
487	0.5877210905
488	0.5874610328
489	0.5873208204
490	0.5872307055
491	0.5870929499
492	0.58700542
493	0.586878829
494	0.5867167623
495	0.5865355859
496	0.5864183852
497	0.5863255574
498	0.5861408921
499	0.5858262688
500	0.5856715875
501	0.5855287936
502	0.5854349931
503	0.5853287452
504	0.5852616308
505	0.5850354208
506	0.5848754554
507	0.5847484908
508	0.5846536957
509	0.5845341746
510	0.584456361
511	0.5843215956
512	0.5842181555
513	0.5840915424
514	0.5839445005
515	0.5836850646
516	0.5834840935
517	0.5833191569
518	0.5832374712
519	0.5831160309
520	0.5829709267
521	0.582708214
522	0.5824213212
523	0.5821745541
524	0.5820569975
525	0.5818958752
526	0.5817653512
527	0.5816298611
528	0.5814606209
529	0.5812521733
530	0.5808881081
531	0.5807471533
532	0.5806728573
533	0.5805026544
534	0.580411602
535	0.5802973798
536	0.5801906057
537	0.5800893881
538	0.5799947316
539	0.5799202235
540	0.5798183139
541	0.5797050576
542	0.579529358
543	0.5793570112
544	0.5792368225
545	0.5791517523
546	0.5790221184
547	0.578844229
548	0.5787306852
549	0.5786347822
550	0.5785430726
551	0.5783810093
552	0.5783028412
553	0.5781939366
554	0.5781181241
555	0.5780031728
556	0.5778518658
557	0.5776333428
558	0.5774916648
559	0.5774364631
560	0.5773117448
561	0.5772097856
562	0.57697543
563	0.5768317164
564	0.5767536185
565	0.5766287029
566	0.5764519624
567	0.5762793747
568	0.5761368211
569	0.5760563084
570	0.5759496045
571	0.5758924645
572	0.5757935299
573	0.5757069873
574	0.5755868767
575	0.5754977263
576	0.5752790398
577	0.574980426
578	0.5748886524
579	0.5746590605
580	0.5744982429
581	0.5743538291
582	0.5740702718
583	0.5739800619
584	0.5739048873
585	0.5737558574
586	0.5736606457
587	0.5735181995
588	0.5733846173
589	0.5732818449
590	0.573134995
591	0.5730606496
592	0.5729251676
593	0.5727754838
594	0.5725133466
595	0.5723558601
596	0.5722423086
597	0.5721658497
598	0.5720150793
599	0.5718783545
600	0.5717244313
601	0.5715026785
602	0.5713567099
603	0.5712265039
604	0.5710812898
605	0.5710155991
606	0.5708919244
607	0.5708013525
608	0.5706244942
609	0.5704960759
610	0.5703970487
611	0.5702882449
612	0.5701245274
613	0.5699919074
614	0.5698779825
615	0.5697813009
616	0.5696659634
617	0.5695827743
618	0.5693676368
619	0.5691755142
620	0.5690042476
621	0.5688953267
622	0.5686898041
623	0.5685131593
624	0.5682876768
625	0.5681412676
626	0.5680324615
627	0.5679678359
628	0.5678598639
629	0.5677410777
630	0.5676213678
631	0.567501402
632	0.5673862921
633	0.5672651116
634	0.56708283
635	0.5669270859
636	0.5667811733
637	0.5667128772
638	0.5665805815
639	0.5664985061
640	0.5663454064
641	0.5662559005
642	0.5661610471
643	0.565905313
644	0.5657874666
645	0.5655990845
646	0.5654751099
647	0.5653782655
648	0.5652459768
649	0.5651051744
650	0.5649868295
651	0.5648151728
652	0.5646554928
653	0.564564495
654	0.5644356137
655	0.5643278506
656	0.5641467571
657	0.5640499367
658	0.563846156
659	0.5637714932
660	0.5637006665
661	0.5635916711
662	0.5634942793
663	0.5633630723
664	0.5632870962
665	0.5630923024
666	0.5630170156
667	0.5628494758
668	0.5626881014
669	0.5625335739
670	0.5624193956
671	0.5622788528
672	0.5620736365
673	0.5619060552
674	0.5617249359
675	0.5616204383
676	0.5614779807
677	0.5613959588
678	0.5612209166
679	0.5610726586
680	0.5610033243
681	0.5609431367
682	0.5608609511
683	0.5607704487
684	0.5606601956
685	0.5604866537
686	0.5604056123
687	0.5603003481
688	0.5601948292
689	0.5600920852
690	0.5600467762
691	0.5599501063
692	0.5598942894
693	0.5597951162
694	0.5596626597
695	0.5595590417
696	0.5594629671
697	0.5594014665
698	0.5592759926
699	0.5591338456
700	0.5590216213
701	0.5589237371
702	0.5588128824
703	0.5587519199
704	0.5586539207
705	0.5585533573
706	0.5584238775
707	0.558274159
708	0.5581823675
709	0.5579734477
710	0.5578283056
711	0.5576628873
712	0.5576103457
713	0.5574060724
714	0.557228295
715	0.5570765403
716	0.5569450694
717	0.5568361473
718	0.5567155816
719	0.5565876889
720	0.5564586707
721	0.5562623593
722	0.5561608958
723	0.5559643262
724	0.5558326065
725	0.5557308705
726	0.5556296326
727	0.5554775721
728	0.5553462208
729	0.555214772
730	0.5551310835
731	0.5550633966
732	0.5549801819
733	0.5548672693
734	0.5547895416
735	0.5546793142
736	0.5545887339
737	0.5545027863
738	0.554417572
739	0.554289126
740	0.5542047931
741	0.5540712758
742	0.5539230108
743	0.553818761
744	0.5537268386
745	0.5536181699
746	0.5535137154
747	0.5533623818
748	0.5532044683
749	0.5530657149
750	0.5529686916
751	0.5528988302
752	0.552751787
753	0.5525955233
754	0.5525016302
755	0.5523584997
756	0.5522375915
757	0.5521085584
758	0.5519719439
759	0.5518629042
760	0.5517142151
761	0.55158734
762	0.551515924
763	0.5513983166
764	0.5512786223
765	0.551074161
766	0.5510134376
767	0.5508861529
768	0.5508308041
769	0.5507387432
770	0.5506530023
771	0.5505042628
772	0.5504303774
773	0.5503556554
774	0.5502440803
775	0.5501658624
776	0.5500983754
777	0.5499827104
778	0.5498479051
779	0.5496778887
780	0.549573419
781	0.5494668287
782	0.5493791226
783	0.5493255924
784	0.5492101271
785	0.5491343178
786	0.5489981327
787	0.548916505
788	0.5488180859
789	0.5486772892
790	0.5485573995
791	0.5484545443
792	0.5481565667
793	0.5480185687
794	0.5479035764
795	0.5477762876
796	0.5476893203
797	0.5475741184
798	0.5474568203
799	0.547386949
800	0.5473005172
801	0.5472213166
802	0.547141527
803	0.5470657271
804	0.547016231
805	0.5469037002
806	0.5467893683
807	0.5466269175
808	0.5465109254
809	0.5464407382
810	0.5463622663
811	0.5462708595
812	0.5461465531
813	0.5460727574
814	0.5459620319
815	0.5458998788
816	0.5457568914
817	0.5456288847
818	0.5455453308
819	0.5454481573
820	0.5453757491
821	0.5452598163
822	0.5451801208
823	0.5450403161
824	0.5448853936
825	0.5448077068
826	0.5446997658
827	0.5445291308
828	0.5444102796
829	0.5443326371
830	0.5442352781
831	0.5440518957
832	0.5439497694
833	0.5438930843
834	0.5437882656
835	0.5436986533
836	0.5435820378
837	0.5435128054
838	0.5434412595
839	0.5433530054
840	0.5432554906
841	0.5432080694
842	0.5431292703
843	0.5430092797
844	0.5429352267
845	0.5428768937
846	0.5427773596
847	0.5426462304
848	0.542503095
849	0.5424466379
850	0.5423822248
851	0.5423163166
852	0.5422536334
853	0.5421205281
854	0.5420528207
855	0.5419103999
856	0.5418257053
857	0.5417247134
858	0.54167054
859	0.5415688629
860	0.5414669848
861	0.5413715671
862	0.5412617056
863	0.5411698514
864	0.5410545035
865	0.540943952
866	0.5408498116
867	0.5407718232
868	0.5406467203
869	0.5405472705
870	0.5404349111
871	0.5403798182
872	0.5402851655
873	0.540217056
874	0.5401344145
875	0.5399852292
876	0.5398992714
877	0.5398356581
878	0.5397274935
879	0.5396648779
880	0.5395767004
881	0.5394983438
882	0.5394483942
883	0.5393614471
884	0.5392820267
885	0.5392029461
886	0.5391092295
887	0.5390029621
888	0.5389468762
889	0.5388272342
890	0.5387177023
891	0.538642584
892	0.5385730266
893	0.5384545431
894	0.5383572462
895	0.538302635
896	0.5382011302
897	0.5380412481
898	0.5379520437
899	0.5378888746
900	0.5378040306
901	0.5377313744
902	0.5376493225
903	0.5375460581
904	0.5374239746
905	0.5373498656
906	0.5372807003
907	0.5371799205
908	0.5370515284
909	0.5369750548
910	0.5368929194
911	0.5368014816
912	0.536735144
913	0.5366660419
914	0.5366022591
915	0.5364974603
916	0.5364318917
917	0.5363210918
918	0.5362384267
919	0.5361409237
920	0.536056095
921	0.5359566287
922	0.5358805431
923	0.5357878472
924	0.5356716972
925	0.5355832244
926	0.5354890114
927	0.5354134007
928	0.5353675901
929	0.5352771025
930	0.5351926361
931	0.5350418073
932	0.5349913426
933	0.5349327067
934	0.5348311842
935	0.5347258901
936	0.534655335
937	0.5345056726
938	0.5344398073
939	0.5343595739
940	0.5342269777
941	0.5341399095
942	0.5340523268
943	0.5339797745
944	0.5339075385
945	0.5338081017
946	0.5337233179
947	0.5336520549
948	0.533505483
949	0.5334412595
950	0.5333785066
951	0.5332338693
952	0.5331580446
953	0.5330524207
954	0.5330095086
955	0.5329269771
956	0.5328669028
957	0.5327810157
958	0.5327132715
959	0.5326675421
960	0.5325915963
961	0.5325235619
962	0.532409016
963	0.5323221213
964	0.5322282287
965	0.5321804432
966	0.5320934239
967	0.5320317498
968	0.5319425125
969	0.5318135674
970	0.5317489674
971	0.5316978681
972	0.5316032377
973	0.5315086224
974	0.5314527031
975	0.5313591884
976	0.5313075258
977	0.5312260954
978	0.5311618726
979	0.531082642
980	0.530986771
981	0.5309318057
982	0.5308426447
983	0.5307925633
984	0.5307100467
985	0.5306113245
986	0.5305639734
987	0.53048931
988	0.5304294608
989	0.5303306755
990	0.5302379462
991	0.5301609541
992	0.5300789914
993	0.5300112986
994	0.5299641299
995	0.5298824914
996	0.5297935406
997	0.5296934993
998	0.5295294411
999	0.5294447981
1000	0.5293662203
1001	0.5292910774
1002	0.5292349579
1003	0.5291544736
1004	0.5291009585
1005	0.5290332268
1006	0.5289451483
1007	0.5288671191
1008	0.528808583
1009	0.528734262
1010	0.5286773605
1011	0.5286408819
1012	0.5285713247
1013	0.5285244703
1014	0.5284504429
1015	0.5283486748
1016	0.5282696927
1017	0.5282132758
1018	0.5281182007
1019	0.5280535112
1020	0.5279894324
1021	0.5278783627
1022	0.5277952463
1023	0.5277100173
1024	0.5276592439
1025	0.5276167963
1026	0.5275118912
1027	0.5274142564
1028	0.5273152648
1029	0.5272559282
1030	0.5271918669
1031	0.527110677
1032	0.5270545896
1033	0.5269956644
1034	0.5269111085
1035	0.526840153
1036	0.5267880952
1037	0.5267347361
1038	0.5266727076
1039	0.5265928541
1040	0.5265056862
1041	0.5264500687
1042	0.526326697
1043	0.5262305081
1044	0.5261547822
1045	0.5260979423
1046	0.5260082073
1047	0.5259380649
1048	0.5258353448
1049	0.5257684259
1050	0.5256500202
1051	0.5255832899
1052	0.525527391
1053	0.5254818777
1054	0.5253280801
1055	0.5252685435
1056	0.5252021636
1057	0.5251142957
1058	0.5249819036
1059	0.5249259632
1060	0.5248371588
1061	0.5247520099
1062	0.5246658809
1063	0.5245913966
1064	0.5245535847
1065	0.5244839145
1066	0.524415737
1067	0.5243685626
1068	0.5243018387
1069	0.5242337421
1070	0.5241530515
1071	0.5240891806
1072	0.5240122845
1073	0.5239571196
1074	0.5238606478
1075	0.5237867289
1076	0.5237267835
1077	0.5236613652
1078	0.5236121237
1079	0.5235447915
1080	0.5234792504
1081	0.523339168
1082	0.5232900342
1083	0.5231599622
1084	0.5230682541
1085	0.5230203021
1086	0.5229598368
1087	0.5229161673
1088	0.522848161
1089	0.5227789567
1090	0.5227181334
1091	0.5226322528
1092	0.522553463
1093	0.5224918565
1094	0.5224135923
1095	0.5223632977
1096	0.5222447426
1097	0.5222052916
1098	0.5221007005
1099	0.522061986
1100	0.5219874122
1101	0.5218639354
1102	0.5217762607
1103	0.5217259821
1104	0.5216680703
1105	0.5216359703
1106	0.5215556837
1107	0.5214853348
1108	0.5214258883
1109	0.5213360658
1110	0.5213046321
1111	0.5212423425
1112	0.5211798143
1113	0.521106079
1114	0.5210700736
1115	0.5209937439
1116	0.520931695
1117	0.5208799725
1118	0.520808575
1119	0.5207509379
1120	0.5206877274
1121	0.5206299069
1122	0.5205319685
1123	0.5204651443
1124	0.5204021342
1125	0.5203032858
1126	0.520254242
1127	0.5201260135
1128	0.5200715279
1129	0.5200235387
1130	0.5199120002
1131	0.51984994
1132	0.519751952
1133	0.5196909692
1134	0.5195401061
1135	0.5194724255
1136	0.5194126206
1137	0.519320513
1138	0.5192728151
1139	0.5192187949
1140	0.5191106792
1141	0.5190538541
1142	0.5189940931
1143	0.5189434565
1144	0.5188713815
1145	0.5188172067
1146	0.5187635979
1147	0.5186994321
1148	0.5186493242
1149	0.5185813574
1150	0.5185366508
1151	0.5184888114
1152	0.5183934271
1153	0.5183192
1154	0.5182136359
1155	0.5180987132
1156	0.5180413074
1157	0.5179534642
1158	0.5178105299
1159	0.5176825496
1160	0.5175980899
1161	0.5175384172
1162	0.5174240606
1163	0.5173248309
1164	0.5172759833
1165	0.5172224294
1166	0.5171740759
1167	0.51712318
1168	0.5170807332
1169	0.5170271969
1170	0.516956841
1171	0.516904581
1172	0.5168339879
1173	0.5167452086
1174	0.5166970344
1175	0.5166019168
1176	0.516565786
1177	0.516451731
1178	0.5164035927
1179	0.516314733
1180	0.5162611047
1181	0.5161882868
1182	0.5161298755
1183	0.5160393801
1184	0.5159951771
1185	0.5159434603
1186	0.5158871309
1187	0.5158196881
1188	0.5157514644
1189	0.5156580936
1190	0.5156004348
1191	0.5154997244
1192	0.5153836249
1193	0.5152884911
1194	0.5152317968
1195	0.5151775221
1196	0.5150555182
1197	0.5149926662
1198	0.5149081739
1199	0.5148019744
1200	0.5147509871
1201	0.5146838948
1202	0.5145849509
1203	0.5145439875
1204	0.5144550435
1205	0.5143459461
1206	0.5142656744
1207	0.5142058183
1208	0.5141381172
1209	0.5140662839
1210	0.5140198943
1211	0.5139357433
1212	0.5138950206
1213	0.5137978415
1214	0.5137383012
1215	0.5136541694
1216	0.5136025189
1217	0.5135564
1218	0.5135018211
1219	0.5133868805
1220	0.5133279897
1221	0.5132853327
1222	0.5132227633
1223	0.5131546396
1224	0.5131103038
1225	0.5130418974
1226	0.5129610295
1227	0.5129032997
1228	0.5128191547
1229	0.5127616843
1230	0.5127114218
1231	0.5126529875
1232	0.5125930808
1233	0.5125518361
1234	0.5124944882
1235	0.5124469253
1236	0.5124024813
1237	0.5123341128
1238	0.5122851774
1239	0.5122237894
1240	0.5121812504
1241	0.5121176056
1242	0.5120789811
1243	0.5120081169
1244	0.511882648
1245	0.5118353089
1246	0.5117755581
1247	0.5117147778
1248	0.5116580604
1249	0.5116143129
1250	0.5115633012
1251	0.5115022831
1252	0.511421902
1253	0.5113601087
1254	0.5113080998
1255	0.5112511501
1256	0.5112181998
1257	0.5111669173
1258	0.5111075322
1259	0.5110723422
1260	0.5110309285
1261	0.5109537637
1262	0.5108957958
1263	0.5107712213
1264	0.5107298154
1265	0.5106944502
1266	0.5106529857
1267	0.5105475361
1268	0.510480704
1269	0.5104340335
1270	0.5103730507
1271	0.5103009393
1272	0.510226633
1273	0.5101769368
1274	0.5101268295
1275	0.5100630722
1276	0.5099876943
1277	0.5099419975
1278	0.5098675701
1279	0.5098388149
1280	0.5097859696
1281	0.5096703057
1282	0.5096242892
1283	0.509537264
1284	0.5095059096
1285	0.5094505014
1286	0.5093795924
1287	0.5092801334
1288	0.5091876893
1289	0.5091337555
1290	0.5090928595
1291	0.509052701
1292	0.5089972625
1293	0.508948537
1294	0.5088630642
1295	0.5088174205
1296	0.5086893567
1297	0.5085998192
1298	0.5085676929
1299	0.5084851582
1300	0.5084551068
1301	0.5084092748
1302	0.5083647924
1303	0.5083256515
1304	0.5082568811
1305	0.5082003122
1306	0.5081649477
1307	0.5081122276
1308	0.5080710238
1309	0.5079986235
1310	0.5079385278
1311	0.5078721131
1312	0.5078399023
1313	0.5077965342
1314	0.5077452881
1315	0.5077028824
1316	0.5076518653
1317	0.5075841633
1318	0.5075351014
1319	0.5074916717
1320	0.5073941918
1321	0.5073523905
1322	0.5072767777
1323	0.5072332663
1324	0.5071886969
1325	0.5071567117
1326	0.5071323849
1327	0.5070786208
1328	0.5070244267
1329	0.5069935797
1330	0.50691529
1331	0.5068683742
1332	0.5068153044
1333	0.5067510313
1334	0.5066941809
1335	0.5066072032
1336	0.5065703782
1337	0.5065225502
1338	0.5064746839
1339	0.5064291928
1340	0.5063635176
1341	0.5062882587
1342	0.5062193223
1343	0.5061727219
1344	0.5061264223
1345	0.5060617088
1346	0.5060083258
1347	0.5059663191
1348	0.5059164385
1349	0.5058805694
1350	0.5058267157
1351	0.5057561405
1352	0.5056830173
1353	0.5056185608
1354	0.5055886249
1355	0.505511786
1356	0.5054544865
1357	0.5053907199
1358	0.505359573
1359	0.5052947957
1360	0.5052430838
1361	0.505192585
1362	0.5051214967
1363	0.5050836932
1364	0.5049923334
1365	0.5049336115
1366	0.5048905866
1367	0.5048013084
1368	0.5047282221
1369	0.5046513871
1370	0.504583456
1371	0.5044850584
1372	0.5044207283
1373	0.5043549468
1374	0.5042931526
1375	0.504247728
1376	0.5041960988
1377	0.5041342879
1378	0.5040589583
1379	0.5040284507
1380	0.5039758367
1381	0.5039407161
1382	0.5038886526
1383	0.5038313996
1384	0.5037652828
1385	0.5036951934
1386	0.5036333558
1387	0.5035385246
1388	0.503502639
1389	0.5034239184
1390	0.5033504294
1391	0.5033178828
1392	0.5032638033
1393	0.5031995071
1394	0.5031319335
1395	0.5030510405
1396	0.5029830033
1397	0.5029568112
1398	0.5029113836
1399	0.5028670999
1400	0.5027961872
1401	0.5027469254
1402	0.5026854461
1403	0.5026335947
1404	0.5026052108
1405	0.5025693343
1406	0.5024994701
1407	0.5024521063
1408	0.5023979495
1409	0.5023371941
1410	0.5023080244
1411	0.5022189501
1412	0.5021842964
1413	0.5021347713
1414	0.5020728639
1415	0.5020184657
1416	0.5019556345
1417	0.5019090878
1418	0.501850332
1419	0.5017940571
1420	0.5017198687
1421	0.5016727064
1422	0.5015677479
1423	0.5015327743
1424	0.5014957649
1425	0.5014408784
1426	0.5013591098
1427	0.5013114091
1428	0.5012608793
1429	0.5012169741
1430	0.501144638
1431	0.5011100863
1432	0.5010471944
1433	0.5009923731
1434	0.5009597227
1435	0.5008901752
1436	0.500857053
1437	0.5007969662
1438	0.5007692921
1439	0.5007453091
1440	0.5007046318
1441	0.5006638339
1442	0.5006018043
1443	0.5005267613
1444	0.5004840164
1445	0.5004470921
1446	0.500394734
1447	0.50035845
1448	0.5002947651
1449	0.5002110373
1450	0.5001639422
1451	0.5001267676
1452	0.5000915328
1453	0.5000580295
1454	0.5000132218
1455	0.4999104063
1456	0.4998659576
1457	0.4997868518
1458	0.4997305796
1459	0.4996775493
1460	0.4996305789
1461	0.4996001057
1462	0.4995576535
1463	0.4995203765
1464	0.4994524923
1465	0.4993906831
1466	0.4993550675
1467	0.4993253486
1468	0.4993003368
1469	0.4992637508
1470	0.4991770044
1471	0.4991542246
1472	0.4991223084
1473	0.4990909367
1474	0.4989783902
1475	0.498925188
1476	0.4988554634
1477	0.498800177
1478	0.4987127381
1479	0.4986435474
1480	0.4985939831
1481	0.4984581
1482	0.4984317686
1483	0.4983838392
1484	0.4983175745
1485	0.498284094
1486	0.4982400283
1487	0.4981907474
1488	0.4981269126
1489	0.4980928005
1490	0.4980636244
1491	0.4979958866
1492	0.4979506487
1493	0.4979096231
1494	0.4978580886
1495	0.4978244293
1496	0.4977683432
1497	0.4977323289
1498	0.4976717817
1499	0.4976343402
1500	0.497573436
1501	0.4975168639
1502	0.4974672882
1503	0.4974267011
1504	0.4973917803
1505	0.4973547652
1506	0.4973073438
1507	0.4972315059
1508	0.497165499
1509	0.4971167877
1510	0.4970851149
1511	0.4970549706
1512	0.4970166175
