iter	RMSE
1513	0.4969658144
1514	0.496906459
1515	0.4968508203
1516	0.4967518391
1517	0.4967181881
1518	0.4966621249
1519	0.496612167
1520	0.4965549272
1521	0.4965270206
1522	0.4964918755
1523	0.4964661563
1524	0.4963943016
1525	0.4963604968
1526	0.4963362966
1527	0.4962745932
1528	0.4962303954
1529	0.4961924493
1530	0.4961548326
1531	0.4961131675
1532	0.4960810449
1533	0.4960353206
1534	0.4960058487
1535	0.4959658707
1536	0.4959330052
1537	0.4958897836
1538	0.4958560909
1539	0.4958022449
1540	0.4957090668
1541	0.4956834357
1542	0.4956516405
1543	0.4956011404
1544	0.4954998879
1545	0.4954463131
1546	0.4954188888
1547	0.4953852532
1548	0.4953559357
1549	0.4953258635
1550	0.4952602516
1551	0.4952058388
1552	0.4951343539
1553	0.4950934294
1554	0.4950126572
1555	0.4949487607
1556	0.4948481694
1557	0.4947972927
1558	0.4947507889
1559	0.4946950995
1560	0.4946512853
1561	0.4946125004
1562	0.4945758345
1563	0.4945105905
1564	0.4944671365
1565	0.4944113868
1566	0.4943854143
1567	0.4943079138
1568	0.4942492362
1569	0.4942008963
1570	0.4941739877
1571	0.494081874
1572	0.4940535441
1573	0.4939754401
1574	0.493930218
1575	0.4938754476
1576	0.4938200811
1577	0.4937799162
1578	0.4937197059
1579	0.493668004
1580	0.4936077292
1581	0.4935722364
1582	0.4935173969
1583	0.4934898331
1584	0.4934360121
1585	0.4934033756
1586	0.4933736496
1587	0.4933283468
1588	0.4932909197
1589	0.4932196429
1590	0.4931781792
1591	0.4931487967
1592	0.4930983427
1593	0.4930527719
1594	0.4929752401
1595	0.4929478433
1596	0.4929195967
1597	0.4928824506
1598	0.4927863229
1599	0.4927289685
1600	0.492678285
1601	0.4926139879
1602	0.4925731291
1603	0.4925329622
1604	0.4924796162
1605	0.4923753095
1606	0.4923418154
1607	0.4922991302
1608	0.4922753673
1609	0.4922266607
1610	0.4921992854
1611	0.4921288308
1612	0.4920505348
1613	0.492021768
1614	0.4919870684
1615	0.4919409118
1616	0.4918970215
1617	0.491845277
1618	0.4917945162
1619	0.491739308
1620	0.4917146086
1621	0.4916741152
1622	0.491639927
1623	0.4915834985
1624	0.4915254072
1625	0.4914990712
1626	0.4914202966
1627	0.491396073
1628	0.4913542729
1629	0.4913262044
1630	0.4912904002
1631	0.4912658051
1632	0.4912109617
1633	0.491180474
1634	0.4911545022
1635	0.4911041673
1636	0.4910456237
1637	0.4910216494
1638	0.4909891364
1639	0.4909292101
1640	0.4908823627
1641	0.4908376023
1642	0.4907845579
1643	0.4907610234
1644	0.490733781
1645	0.490682181
1646	0.4906379107
1647	0.4905914554
1648	0.4905361369
1649	0.4904492464
1650	0.4904195891
1651	0.4903746752
1652	0.4903479696
1653	0.4903121931
1654	0.4902798558
1655	0.4902219979
1656	0.4901707969
1657	0.4901072674
1658	0.4900608725
1659	0.4900065521
1660	0.4899454467
1661	0.4899045173
1662	0.4898089605
1663	0.4897485933
1664	0.4897241292
1665	0.489681647
1666	0.4896166963
1667	0.4895894739
1668	0.489549707
1669	0.4895261964
1670	0.4895041769
1671	0.4894724771
1672	0.4894014782
1673	0.4893588386
1674	0.4893045294
1675	0.4892471748
1676	0.4892053038
1677	0.4891513613
1678	0.4891075587
1679	0.4890715791
1680	0.4890357516
1681	0.4889944566
1682	0.488948276
1683	0.4889165366
1684	0.4888758158
1685	0.4888319077
1686	0.4887974526
1687	0.4887487197
1688	0.4886805076
1689	0.4886495309
1690	0.488598982
1691	0.4884645461
1692	0.4884047717
1693	0.4883661294
1694	0.4883367691
1695	0.48831413
1696	0.4882690991
1697	0.4882407429
1698	0.4882063352
1699	0.4881376108
1700	0.4881049578
1701	0.4880693479
1702	0.4880339503
1703	0.4879547088
1704	0.4879253519
1705	0.4878741367
1706	0.4878441237
1707	0.4878052752
1708	0.4877514911
1709	0.4876950151
1710	0.4876355248
1711	0.4875967573
1712	0.4875704877
1713	0.4875453179
1714	0.4874619069
1715	0.4874170896
1716	0.4873738215
1717	0.4873413079
1718	0.4872685454
1719	0.4872123025
1720	0.4871766666
1721	0.4871184702
1722	0.4870806007
1723	0.4870291884
1724	0.4869785116
1725	0.4869313705
1726	0.4869089751
1727	0.4868668247
1728	0.4868496838
1729	0.4868197439
1730	0.4867536272
1731	0.4867142632
1732	0.4866831568
1733	0.4866455524
1734	0.486580318
1735	0.4865442127
1736	0.4865119618
1737	0.4864233071
1738	0.4863954996
1739	0.486358927
1740	0.4863140296
1741	0.4862694637
1742	0.4862095389
1743	0.4861352184
1744	0.4860920061
1745	0.4860318287
1746	0.4859660772
1747	0.4859451243
1748	0.4859166996
1749	0.4858652173
1750	0.4858191183
1751	0.4857721182
1752	0.4857384711
1753	0.4856817113
1754	0.4856655563
1755	0.4856402776
1756	0.4855881718
1757	0.4855559462
1758	0.4855118101
1759	0.4854510653
1760	0.4853826769
1761	0.4853053505
1762	0.4852848277
1763	0.4852180635
1764	0.4851629302
1765	0.4851133904
1766	0.4850746451
1767	0.4850271334
1768	0.4849882735
1769	0.4849625753
1770	0.4848955823
1771	0.4848517382
1772	0.4848198011
1773	0.4847581085
1774	0.4847210958
1775	0.484678012
1776	0.4846389558
1777	0.4845992925
1778	0.4845678985
1779	0.4845167399
1780	0.484470949
1781	0.4843972096
1782	0.484374053
1783	0.4843174754
1784	0.4842679024
1785	0.4841723937
1786	0.4841075539
1787	0.4840802943
1788	0.483990217
1789	0.4839502182
1790	0.4838817876
1791	0.4838172509
1792	0.4837722137
1793	0.4837180557
1794	0.4836888745
1795	0.4836436511
1796	0.4835953095
1797	0.4835338682
1798	0.4835147099
1799	0.4834423151
1800	0.4834056583
1801	0.4833507375
1802	0.4832933039
1803	0.4832593754
1804	0.483206664
1805	0.4831711326
1806	0.4831244074
1807	0.4830698268
1808	0.4830139602
1809	0.4829876367
1810	0.4829496275
1811	0.4829026866
1812	0.4828426853
1813	0.4827917112
1814	0.4827602725
1815	0.4826962449
1816	0.4826635263
1817	0.4826496591
1818	0.4826039716
1819	0.4825771735
1820	0.4825172608
1821	0.4824594163
1822	0.4824334217
1823	0.4823862572
1824	0.4823521659
1825	0.4823175837
1826	0.4822867993
1827	0.4822455114
1828	0.4822139163
1829	0.482151048
1830	0.4821168904
1831	0.4820698202
1832	0.4820282596
1833	0.481966105
1834	0.4819315862
1835	0.4818788427
1836	0.4818450285
1837	0.4818110715
1838	0.4817787834
1839	0.4817446945
1840	0.4816885443
1841	0.4816666956
1842	0.4816271316
1843	0.4815983305
1844	0.4815720034
1845	0.4815338665
1846	0.4815036007
1847	0.4814214742
1848	0.4813959797
1849	0.4813577524
1850	0.4813295049
1851	0.4812725241
1852	0.4812295614
1853	0.4811715386
1854	0.481146917
1855	0.4811299286
1856	0.4810906499
1857	0.4810503374
1858	0.4809832594
1859	0.4809001125
1860	0.4808504108
1861	0.4808247161
1862	0.4807817166
1863	0.4807414585
1864	0.4807099883
1865	0.4806624813
1866	0.4806179372
1867	0.4805765485
1868	0.4805459951
1869	0.4804937812
1870	0.4804670443
1871	0.4804228481
1872	0.4803907149
1873	0.4803664603
1874	0.4803435556
1875	0.4802939674
1876	0.4802373192
1877	0.4801745875
1878	0.4801413553
1879	0.4801030035
1880	0.4800482581
1881	0.4800251373
1882	0.4799698764
1883	0.4799444131
1884	0.4799113248
1885	0.479874511
1886	0.4798081044
1887	0.4797774709
1888	0.4797457729
1889	0.4797011733
1890	0.4796676647
1891	0.4796363859
1892	0.4796100275
1893	0.4795362936
1894	0.479496638
1895	0.4794590575
1896	0.4794248473
1897	0.4793984949
1898	0.4793305656
1899	0.4792756437
1900	0.479253356
1901	0.4792137312
1902	0.4791832312
1903	0.4791287124
1904	0.4790955862
1905	0.4790471069
1906	0.4790178183
1907	0.4789765587
1908	0.4789277125
1909	0.4788904019
1910	0.4788162467
1911	0.4787900173
1912	0.478756441
1913	0.4786756512
1914	0.4786410147
1915	0.4786172673
1916	0.4785774837
1917	0.4785478009
1918	0.4785076232
1919	0.4784795475
1920	0.4784290096
1921	0.4783946582
1922	0.4783375647
1923	0.4783186197
1924	0.4782803132
1925	0.4782371525
1926	0.4781964043
1927	0.4781363719
1928	0.478119163
1929	0.4780857727
1930	0.4780575786
1931	0.4780285892
1932	0.4780081128
1933	0.4779793014
1934	0.4778754085
1935	0.4778566394
1936	0.4777988484
1937	0.4777843014
1938	0.4777384237
1939	0.4776846492
1940	0.4776566252
1941	0.4776168734
1942	0.4775473578
1943	0.4775220701
1944	0.4774854616
1945	0.4774477478
1946	0.4773972244
1947	0.4773680249
1948	0.4773375856
1949	0.4773125935
1950	0.4772709858
1951	0.477246292
1952	0.477209368
1953	0.4771686299
1954	0.4771315805
1955	0.4770991114
1956	0.4770669823
1957	0.4770332786
1958	0.4769923886
1959	0.4769532285
1960	0.4769193467
1961	0.4768879895
1962	0.4768564642
1963	0.4768052413
1964	0.476747983
1965	0.4767097833
1966	0.4766884622
1967	0.4766664722
1968	0.4766183814
1969	0.4765897345
1970	0.4765660549
1971	0.4765124579
1972	0.4764960718
1973	0.476456965
1974	0.4764319155
1975	0.4764026486
1976	0.4763379789
1977	0.476293399
1978	0.4762691066
1979	0.4762355178
1980	0.476221162
1981	0.4761751958
1982	0.4761370695
1983	0.4760827552
1984	0.4760325876
1985	0.4759920328
1986	0.4759528607
1987	0.4759154497
1988	0.4758797787
1989	0.4758444273
1990	0.4757328954
1991	0.4757107375
1992	0.4756618465
1993	0.4756102898
1994	0.4755770398
1995	0.4755343343
1996	0.4755006006
1997	0.4754796631
1998	0.4754420176
1999	0.4754111942
2000	0.4753882849
2001	0.4753395779
2002	0.4753059071
2003	0.4752576779
2004	0.4752314575
2005	0.4752029092
2006	0.4751784338
2007	0.4751287192
2008	0.4750915846
2009	0.4750563728
2010	0.475035274
2011	0.4750065323
2012	0.4749643618
2013	0.4749399274
2014	0.4748947416
2015	0.4748657629
2016	0.4748346338
2017	0.4748067669
2018	0.4747686053
2019	0.4746876997
2020	0.4746454512
2021	0.4745982435
2022	0.4745630042
2023	0.4745249664
2024	0.4745024292
2025	0.4744725069
2026	0.4744311355
2027	0.4743939706
2028	0.4743476036
2029	0.4743164548
2030	0.4742938267
2031	0.4742598112
2032	0.4742221527
2033	0.4741824386
2034	0.4741672141
2035	0.4741238211
2036	0.4740653065
2037	0.4740139649
2038	0.4739396855
2039	0.4738896462
2040	0.4738488043
2041	0.4738180586
2042	0.4737723109
2043	0.4737472644
2044	0.4737262571
2045	0.4737000752
2046	0.4736745242
2047	0.4736424426
2048	0.4736115964
2049	0.4735691386
2050	0.4735253167
2051	0.4734651895
2052	0.4734276893
2053	0.4734033761
2054	0.4733673898
2055	0.4733442507
2056	0.4733154794
2057	0.4732774844
2058	0.473216741
2059	0.4731767149
2060	0.473076066
2061	0.473032667
2062	0.4729838598
2063	0.472951465
2064	0.4728639814
2065	0.472812994
2066	0.4727883471
2067	0.4727435347
2068	0.4726851316
2069	0.4726614065
2070	0.4726272128
2071	0.4725913337
2072	0.472557622
2073	0.472499761
2074	0.4724488498
2075	0.4724014842
2076	0.4723332755
2077	0.4723021473
2078	0.4722609078
2079	0.4722161143
2080	0.4721826777
2081	0.472132446
2082	0.4720807253
2083	0.4720453242
2084	0.4720156287
2085	0.4719966482
2086	0.471933945
2087	0.4719099557
2088	0.4718799857
2089	0.471849822
2090	0.4718326582
2091	0.4717856537
2092	0.4717708468
2093	0.4717333963
2094	0.4717012791
2095	0.4716357889
2096	0.4715958432
2097	0.4715386027
2098	0.4715141796
2099	0.471473829
2100	0.471411343
2101	0.471379418
2102	0.4713405465
2103	0.4713052711
2104	0.471252923
2105	0.4712070224
2106	0.4711957471
2107	0.4711452796
2108	0.4711051261
2109	0.4710633035
2110	0.4710404847
2111	0.4709945599
2112	0.4709469447
2113	0.4709198686
2114	0.4708827249
2115	0.4708562711
2116	0.4708350943
2117	0.4707931843
2118	0.4707549144
2119	0.4707149557
2120	0.4706893727
2121	0.4706592536
2122	0.4706234588
2123	0.470603217
2124	0.4705545054
2125	0.4705141901
2126	0.4704518909
2127	0.4704285286
2128	0.4703921883
2129	0.4703636878
2130	0.4703091424
2131	0.4702759958
2132	0.4702394077
2133	0.4702051585
2134	0.4701751723
2135	0.4701289824
2136	0.4701104563
2137	0.4700708888
2138	0.4700287386
2139	0.4699781205
2140	0.4699606073
2141	0.4699379841
2142	0.4698613177
2143	0.4698190531
2144	0.4697955597
2145	0.4697724971
2146	0.4697309406
2147	0.4696970686
2148	0.4696332068
2149	0.4695975434
2150	0.4695520864
2151	0.469531516
2152	0.4695064783
2153	0.4694869395
2154	0.4694643686
2155	0.4694162828
2156	0.4693918333
2157	0.4693609017
2158	0.4693442222
2159	0.4693152983
2160	0.4692802407
2161	0.4692549602
2162	0.4692067297
2163	0.4691839943
2164	0.4691427857
2165	0.4691139634
2166	0.469085465
2167	0.4690360686
2168	0.4689992861
2169	0.4689361572
2170	0.4688761678
2171	0.4688604705
2172	0.4688332834
2173	0.4687835896
2174	0.4687550538
2175	0.4687154907
2176	0.4686763246
2177	0.4686542443
2178	0.4686182419
2179	0.4685817624
2180	0.468543441
2181	0.4685165297
2182	0.4684831082
2183	0.4684555335
2184	0.4684029124
2185	0.4683721191
2186	0.4683387034
2187	0.4683168228
2188	0.4682711439
2189	0.4682252579
2190	0.4681915414
2191	0.4681668732
2192	0.4681294684
2193	0.4680837034
2194	0.4680374077
2195	0.4680203199
2196	0.4679832212
2197	0.4679474622
2198	0.467907398
2199	0.4678715192
2200	0.4678275594
2201	0.4677932797
2202	0.467766674
2203	0.4676861718
2204	0.4676512463
2205	0.4676181351
2206	0.4675741755
2207	0.4675573449
2208	0.4675296151
2209	0.4675136957
2210	0.46748332
2211	0.467456484
2212	0.4674122782
2213	0.4673563313
2214	0.4673299727
2215	0.4672949655
2216	0.467253801
2217	0.4672361003
2218	0.467188769
2219	0.4671686034
2220	0.4671305148
2221	0.4671084667
2222	0.4670711428
2223	0.4670337086
2224	0.4670165817
2225	0.4669755513
2226	0.4669447881
2227	0.4669091107
2228	0.4668792058
2229	0.4668509464
2230	0.4668350685
2231	0.4667753364
2232	0.4667545786
2233	0.4667197419
2234	0.4666851444
2235	0.4666593916
2236	0.4666175926
2237	0.4665841177
2238	0.4665623829
2239	0.4665463917
2240	0.466499661
2241	0.4664673503
2242	0.4664367187
2243	0.4664051146
2244	0.4663689396
2245	0.4663437226
2246	0.4663047546
2247	0.4662747138
2248	0.466243823
2249	0.466178424
2250	0.4661348172
2251	0.4660940006
2252	0.4660533912
2253	0.4659916154
2254	0.4659497378
2255	0.4659105875
2256	0.4658704358
2257	0.4658187089
2258	0.4657829087
2259	0.465747776
2260	0.4657158046
2261	0.4656930059
2262	0.4656679221
2263	0.4656455222
2264	0.4656257952
2265	0.4655779351
2266	0.4655403044
2267	0.4655149628
2268	0.4654796713
2269	0.4654549921
2270	0.4654039978
2271	0.4653647379
2272	0.4653483197
2273	0.4653088663
2274	0.4652802116
2275	0.4652228404
2276	0.4651872676
2277	0.4651454409
2278	0.4651277035
2279	0.4650966373
2280	0.4650729151
2281	0.4650494101
2282	0.4650118234
2283	0.4649524009
2284	0.4649349463
2285	0.4649058803
2286	0.4648825684
2287	0.4648489202
2288	0.4648077577
2289	0.4647698683
2290	0.4647364293
2291	0.4647091431
2292	0.4646931883
2293	0.4646478603
2294	0.4645829993
2295	0.4645437388
2296	0.4644137562
2297	0.4643963009
2298	0.4643507664
2299	0.4643251562
2300	0.464303779
2301	0.4642731104
2302	0.4642002715
2303	0.4641753627
2304	0.4641347123
2305	0.4640881211
2306	0.4640694394
2307	0.4640295861
2308	0.4639918971
2309	0.4639743557
2310	0.4639429929
2311	0.4638896908
2312	0.4638694703
2313	0.4638425451
2314	0.4638153759
2315	0.4637729978
2316	0.4637453807
2317	0.4637241069
2318	0.463678141
2319	0.4636515935
2320	0.4636225284
2321	0.463599614
2322	0.4635821675
2323	0.4635599798
2324	0.4635388727
2325	0.4635076168
2326	0.4634943051
2327	0.4634659745
2328	0.463438144
2329	0.4633930653
2330	0.4633370956
2331	0.463313882
2332	0.4632756184
2333	0.4632454747
2334	0.4632042318
2335	0.4631904401
2336	0.4631402707
2337	0.4631134026
2338	0.4630860537
2339	0.4630499529
2340	0.463025788
2341	0.463006265
2342	0.4629707456
2343	0.4629465488
2344	0.4628954778
2345	0.4628706596
2346	0.4628089981
2347	0.4627906146
2348	0.462743053
2349	0.4627097453
2350	0.4626723164
2351	0.462630188
2352	0.4626092093
2353	0.4625904116
2354	0.4625391228
2355	0.4625215712
2356	0.4624932526
2357	0.4624478009
2358	0.4624174708
2359	0.462393694
2360	0.462343932
2361	0.4623094793
2362	0.4622908559
2363	0.4622682847
2364	0.4622419317
2365	0.4622096382
2366	0.4621577507
2367	0.4621320001
2368	0.4621007395
2369	0.4620853366
2370	0.4620123861
2371	0.4619961256
2372	0.4619761657
2373	0.4619431108
2374	0.4619074711
2375	0.4618680105
2376	0.4618247162
2377	0.4618051437
2378	0.461786274
2379	0.4617586681
2380	0.4617441375
2381	0.4617138941
2382	0.4616749243
2383	0.4616491925
2384	0.4616311296
2385	0.4615915761
2386	0.4615554002
2387	0.4615375112
2388	0.4615027618
2389	0.4614919349
2390	0.4614682614
2391	0.4614364813
2392	0.4614208068
2393	0.4613892716
2394	0.4613683492
2395	0.4613392988
2396	0.461317916
2397	0.4612901618
2398	0.4612595839
2399	0.4612278952
2400	0.4612183984
2401	0.4611900075
2402	0.4611563155
2403	0.4611377205
2404	0.4611215671
2405	0.4610866117
2406	0.461064765
2407	0.46103415
2408	0.4610049266
2409	0.4609666748
2410	0.4609462742
2411	0.4609124883
2412	0.4608897328
2413	0.460847958
2414	0.4608187966
2415	0.4608022892
2416	0.4607758757
2417	0.4607499002
2418	0.4607274923
2419	0.4607115481
2420	0.4606612853
2421	0.4606271025
2422	0.4606076772
2423	0.4605834079
2424	0.4605591211
2425	0.4605261325
2426	0.4604821156
2427	0.4604470666
2428	0.4604326628
2429	0.4603928544
2430	0.4603555628
2431	0.4603328782
2432	0.4602855154
2433	0.4602555049
2434	0.4602406281
2435	0.4602240726
2436	0.4602018994
2437	0.460153755
2438	0.460133565
2439	0.4601210061
2440	0.4600926091
2441	0.460072103
2442	0.460045775
2443	0.4599983814
2444	0.4599702947
2445	0.459930826
2446	0.4598931343
2447	0.4598673157
2448	0.4598303365
2449	0.4598060663
2450	0.4597716033
2451	0.4597395962
2452	0.4597173947
2453	0.4596962997
2454	0.4596613139
2455	0.4596283062
2456	0.4595981704
2457	0.4595599902
2458	0.4594996532
2459	0.4594586563
2460	0.4594118511
2461	0.4593938732
2462	0.4593359272
2463	0.459317157
2464	0.4592707565
2465	0.459249037
2466	0.4592083206
2467	0.4591837728
2468	0.4591477471
2469	0.459120573
2470	0.4590918614
2471	0.4590563884
2472	0.459026497
2473	0.4590064694
2474	0.4589744203
2475	0.4589501228
2476	0.4589023063
2477	0.45887523
2478	0.4588526233
2479	0.4588138526
2480	0.4587767278
2481	0.4586792222
2482	0.4586506025
2483	0.458615755
2484	0.4585920987
2485	0.4585129698
2486	0.4584798919
2487	0.4584544257
2488	0.4583748958
2489	0.4583466783
2490	0.4582805915
2491	0.4582432927
2492	0.4581735902
2493	0.4581482557
2494	0.458109706
2495	0.4580760892
2496	0.4580157239
2497	0.45798969
2498	0.457963497
2499	0.4579290511
2500	0.4579051231
2501	0.4578809909
2502	0.4578313379
2503	0.4577975416
2504	0.4577731878
2505	0.4577300961
2506	0.4576970603
2507	0.457668016
2508	0.4576372185
2509	0.4576050925
2510	0.4575792726
2511	0.457548392
2512	0.4575122228
2513	0.4574572897
2514	0.457414977
2515	0.4573714676
2516	0.4573515121
2517	0.45731865
2518	0.4573017812
2519	0.4572723809
2520	0.4572331928
2521	0.4572130235
2522	0.4571654837
2523	0.4571421131
2524	0.4570995917
2525	0.4570685038
2526	0.4570505013
2527	0.4570100781
2528	0.4569842499
2529	0.4569522754
2530	0.4569225573
2531	0.4568742753
2532	0.4568263533
2533	0.4567878328
2534	0.456763553
2535	0.4567508649
2536	0.456694003
2537	0.4566582861
2538	0.4566439652
2539	0.4566141828
2540	0.4565967694
2541	0.456577164
2542	0.4565392093
2543	0.4565135113
2544	0.4564946384
2545	0.4564687649
2546	0.4564479515
2547	0.4564173298
2548	0.4563870119
2549	0.4563473167
2550	0.4563033207
2551	0.4562585072
2552	0.4562309602
2553	0.4562037357
2554	0.4561655218
2555	0.4561353138
2556	0.4561004439
2557	0.4560820643
2558	0.4560381529
2559	0.4560182037
2560	0.455979754
2561	0.4559520137
2562	0.4559080611
2563	0.4558679681
2564	0.4558386927
2565	0.4558121369
2566	0.4557649984
2567	0.45573338
2568	0.4557021472
2569	0.4556850943
2570	0.4556496358
2571	0.4556232067
2572	0.4555710829
2573	0.4555582919
2574	0.4555291519
2575	0.4555005687
2576	0.4554801135
2577	0.4554545552
2578	0.4554301571
2579	0.4554083692
2580	0.4553783742
2581	0.455349
2582	0.4553163242
2583	0.4552831012
2584	0.4552606851
2585	0.455208541
2586	0.4551813488
2587	0.4551549308
2588	0.4551432279
2589	0.4551268106
2590	0.4551012726
2591	0.4550731481
2592	0.4550504667
2593	0.4550291987
2594	0.4550006938
2595	0.4549666062
2596	0.4549342888
2597	0.4549096855
2598	0.4548980232
2599	0.4548825289
2600	0.4548432659
2601	0.4547989241
2602	0.4547598469
2603	0.4547409688
2604	0.454688326
2605	0.4546674012
2606	0.454649799
2607	0.4546285269
2608	0.4546067554
2609	0.4545830352
2610	0.4545644368
2611	0.4545343492
2612	0.4545081983
2613	0.4544678849
2614	0.4544237772
2615	0.4543836878
2616	0.4543606985
2617	0.4543423378
2618	0.4543078037
2619	0.4542671303
2620	0.4542213458
2621	0.4541932011
2622	0.4541678211
2623	0.454153161
2624	0.4541166574
2625	0.4540959154
2626	0.4540369481
2627	0.4540024472
2628	0.4539811922
2629	0.4539432761
2630	0.4539049103
2631	0.4538943145
2632	0.453866628
2633	0.4538309563
2634	0.4537919829
2635	0.4537162453
2636	0.4536709654
2637	0.4536494304
2638	0.4536242791
2639	0.4536070523
2640	0.4535415113
2641	0.4535242482
2642	0.4534949637
2643	0.4534688831
2644	0.4534297674
2645	0.4534104273
2646	0.4533942273
2647	0.4533284035
2648	0.4532987315
2649	0.4532726671
2650	0.4532446884
2651	0.4532209963
2652	0.4531974569
2653	0.453167629
2654	0.4531453314
2655	0.4531121438
2656	0.4530916606
2657	0.45306868
2658	0.4530528365
2659	0.4530336687
2660	0.4530159244
2661	0.4529889005
2662	0.4529429122
2663	0.4529274756
2664	0.4529013166
2665	0.4528613415
2666	0.4528430204
2667	0.452823858
2668	0.4527977657
2669	0.4527542265
2670	0.4527297256
2671	0.4526796026
2672	0.4526444714
2673	0.4526238984
2674	0.4525923634
2675	0.4525524222
2676	0.4525277926
2677	0.4524847657
2678	0.4524207248
2679	0.4524015864
2680	0.4523667777
2681	0.4523246444
2682	0.4522858521
2683	0.4522576709
2684	0.4522387354
2685	0.4522019039
2686	0.4521804971
2687	0.4521655223
2688	0.4521426259
2689	0.4521151072
2690	0.4520952714
2691	0.4520571096
2692	0.4520446632
2693	0.4520339238
2694	0.4520207514
2695	0.451998722
2696	0.4519422052
2697	0.4519178874
2698	0.4518612588
2699	0.4518463411
2700	0.4518160565
2701	0.4517919987
2702	0.451772185
2703	0.4517379518
2704	0.4517167206
2705	0.4516941691
2706	0.4516671281
2707	0.4516340956
2708	0.4515994435
2709	0.4515828276
2710	0.451566968
2711	0.4515298536
2712	0.4515092321
2713	0.4514772826
2714	0.451456758
2715	0.4514426793
2716	0.4514133469
2717	0.4513914791
2718	0.4513594986
2719	0.4513484697
2720	0.4513238623
2721	0.4512922382
2722	0.4512671073
2723	0.4512546864
2724	0.4512333883
2725	0.4512225151
2726	0.4512058492
2727	0.4511864802
2728	0.4511664032
2729	0.4511415163
2730	0.451110895
2731	0.4510750653
2732	0.451032936
2733	0.4510114367
2734	0.4509821974
2735	0.4509588792
2736	0.4509286263
2737	0.4509037757
2738	0.4508784283
2739	0.4508499682
2740	0.4508392409
2741	0.4508048002
2742	0.4507788144
2743	0.4507527654
2744	0.4507371671
2745	0.4507114587
2746	0.4506986603
2747	0.450657422
2748	0.4506241202
2749	0.4505765092
2750	0.4505367735
2751	0.4505007504
2752	0.4504754986
2753	0.4504571045
2754	0.4504392351
2755	0.4504221828
2756	0.4504025948
2757	0.4503695581
2758	0.4503483446
2759	0.4503278793
2760	0.4503167692
2761	0.4502855911
2762	0.4502647666
2763	0.4502515297
2764	0.4502035718
2765	0.4501784806
2766	0.4501465685
2767	0.4501282874
2768	0.4500949222
2769	0.450080011
2770	0.4500462452
2771	0.4500159336
2772	0.4499823962
2773	0.449957275
2774	0.4499329534
2775	0.4498992859
2776	0.4498720089
2777	0.4498489453
2778	0.4498162174
2779	0.4497876795
2780	0.4497645551
2781	0.4497182015
2782	0.4496919804
2783	0.4496705788
2784	0.4496411158
2785	0.449610738
2786	0.4495942754
2787	0.449571538
2788	0.4495172242
2789	0.4494832412
2790	0.4494573653
2791	0.4494334188
2792	0.4494017575
2793	0.4493770514
2794	0.4493430305
2795	0.4492997569
2796	0.4492754425
2797	0.4492546214
2798	0.4492370363
2799	0.4492181394
2800	0.4492024291
2801	0.4491706088
2802	0.4491219265
2803	0.4490992276
2804	0.4490813731
2805	0.4490343725
2806	0.449020083
2807	0.4490003378
2808	0.4489891195
2809	0.4489770646
2810	0.448957727
2811	0.4489297307
2812	0.448854071
2813	0.4488208351
2814	0.4487914472
2815	0.44875851
2816	0.4487291483
2817	0.4486911227
2818	0.4486559922
2819	0.4486405387
2820	0.4486086805
2821	0.4485513268
2822	0.4485095799
2823	0.4484782858
2824	0.4484409836
2825	0.4484165639
2826	0.4483995134
2827	0.4483736959
2828	0.4483559414
2829	0.4483020587
2830	0.4482712455
2831	0.4482432546
2832	0.4482271514
2833	0.448217854
2834	0.4481984122
2835	0.4481715221
2836	0.4481610859
2837	0.4481444745
2838	0.4481090521
2839	0.4480701094
2840	0.448044689
2841	0.4480044013
2842	0.447992107
2843	0.4479688326
2844	0.4479356512
2845	0.4479095651
2846	0.4478862577
2847	0.4478577655
2848	0.4478335502
2849	0.4477938513
2850	0.4477655569
2851	0.4477219238
2852	0.4476860732
2853	0.4476640448
2854	0.4476337929
2855	0.4476113716
2856	0.4475925583
2857	0.4475665272
2858	0.4475529246
2859	0.4475313201
2860	0.4475049112
2861	0.4474828002
2862	0.4474520888
2863	0.4474128386
2864	0.4473974018
2865	0.447371731
2866	0.4473515749
2867	0.4473279693
2868	0.4473121931
2869	0.4472803405
2870	0.4472645792
2871	0.4472275587
2872	0.4472041034
2873	0.4471844909
2874	0.4471655927
2875	0.4471443863
2876	0.4471225739
2877	0.4471022745
2878	0.4470780266
2879	0.4470594094
2880	0.4470352412
2881	0.4469796503
2882	0.4469478514
2883	0.4469186022
2884	0.4468840459
2885	0.4468485389
2886	0.4468303559
2887	0.4468131314
2888	0.4467749704
2889	0.4467548813
2890	0.4467362893
2891	0.4466720657
2892	0.4466581204
2893	0.4466261271
2894	0.4466043331
2895	0.4465828097
2896	0.4465421063
2897	0.4465084065
2898	0.4464839845
2899	0.4464660068
2900	0.4464345494
2901	0.4464127608
2902	0.4463735707
2903	0.4463392189
2904	0.4463151217
2905	0.4462863972
2906	0.4462680989
2907	0.4462570862
2908	0.4462254521
2909	0.4462156855
2910	0.4461926476
2911	0.4461615741
2912	0.446143517
2913	0.446114461
2914	0.4460636892
2915	0.4460290166
2916	0.4460125973
2917	0.4459918782
2918	0.445973575
2919	0.4459444717
2920	0.4459130312
2921	0.4458813994
2922	0.4458644114
2923	0.4458440213
2924	0.4458267965
2925	0.4457918828
